,time,target_flux,filter,norm_target_flux,target_mag,target_flux_err,target_mag_err,diff_mag,obs_no,color,Anomaly,Anomaly_Score
1060,2022-11-06T07:39:52.000,107767.37,g,0.8175289,12.418782,328.2794,0.0033232293,0.87181234,20221106,tab:red,1,0.004653420162664401
1061,2022-11-06T07:40:02.000,86956.78,g,0.6596587,12.651741,294.88434,0.0036995783,0.87044793,20221106,tab:red,1,0.006428358649232746
1062,2022-11-06T07:40:12.000,93772.15,g,0.71136045,12.569816,306.22238,0.0035625997,0.86218727,20221106,tab:red,1,0.01319989265401933
1063,2022-11-06T07:40:22.000,101209.52,g,0.7677808,12.486946,318.13443,0.0034292035,0.87720585,20221106,tab:red,1,0.0006058768577748563
1064,2022-11-06T07:40:32.000,100498.59,g,0.7623876,12.4946,317.01514,0.0034413112,0.86844534,20221106,tab:red,1,0.0014612703078438205
1065,2022-11-06T07:40:42.000,105945.586,g,0.80370873,12.437293,325.49283,0.0033516798,0.86340815,20221106,tab:red,1,0.003455017377098024
1066,2022-11-06T07:40:52.000,107759.74,g,0.8174711,12.418859,328.2678,0.0033233468,0.85145086,20221106,tab:red,1,0.003089113807927979
1067,2022-11-06T07:41:02.000,104440.664,g,0.79229236,12.452826,323.17282,0.0033757412,0.87627655,20221106,tab:red,1,0.0037038319318865587
1068,2022-11-06T07:27:32.000,112946.055,g,0.8568147,12.367823,336.0745,0.0032461488,0.8392483,20221106,tab:red,1,0.0011161868433499644
1069,2022-11-06T07:41:12.000,107136.1,g,0.8127401,12.42516,327.31653,0.0033330054,0.8708688,20221106,tab:red,1,0.0006058768577748563
1070,2022-11-06T07:41:22.000,108993.51,g,0.8268305,12.406498,330.14166,0.0033044838,0.8496015,20221106,tab:red,1,0.0006058768577748563
1071,2022-11-06T07:41:32.000,107298.6,g,0.81397283,12.423514,327.56467,0.0033304805,0.85862476,20221106,tab:red,1,0.0006058768577748563
1072,2022-11-06T07:41:42.000,102990.59,g,0.7812921,12.468006,320.92148,0.0033994226,0.87427133,20221106,tab:red,1,0.0028844848835649084
1073,2022-11-06T07:41:52.000,103536.26,g,0.78543144,12.462269,321.7705,0.003390453,0.8695444,20221106,tab:red,1,0.0006058768577748563
1074,2022-11-06T07:42:02.000,107859.75,g,0.8182297,12.417851,328.42007,0.003321806,0.85667276,20221106,tab:red,1,0.0006058768577748563
1075,2022-11-06T07:42:12.000,108092.48,g,0.81999516,12.415511,328.7742,0.0033182278,0.8562664,20221106,tab:red,1,0.0006058768577748563
1076,2022-11-06T07:42:22.000,106970.73,g,0.8114855,12.426838,327.06378,0.003335581,0.865192,20221106,tab:red,1,0.0006058768577748563
1077,2022-11-06T07:42:32.000,110563.55,g,0.8387409,12.39097,332.511,0.0032809377,0.8523002,20221106,tab:red,1,0.0010543521250114818
1078,2022-11-06T07:42:42.000,112381.695,g,0.85253346,12.373261,335.2338,0.0032542893,0.8416601,20221106,tab:red,1,0.0011161868433499644
1079,2022-11-06T07:27:42.000,112763.47,g,0.8554296,12.369579,335.80273,0.0032487756,0.8528758,20221106,tab:red,1,0.0011161868433499644
1080,2022-11-06T08:17:32.000,118024.26,g,0.89533824,12.320072,343.5466,0.0031755453,0.7005488,20221106,tab:red,1,0.0021863730435316975
1095,2022-11-06T08:19:52.000,108526.23,g,0.82328564,12.411163,329.4332,0.0033115903,0.7069996,20221106,tab:red,1,0.0016799987872877509
1105,2022-11-06T08:21:22.000,121218.836,g,0.9195725,12.291075,348.16495,0.003133422,0.67365396,20221106,tab:red,1,0.0013684319179553261
1109,2022-11-06T08:22:02.000,120159.54,g,0.9115366,12.300605,346.64035,0.0031472035,0.67674845,20221106,tab:red,1,0.0007584492854867952
1115,2022-11-06T08:22:52.000,126805.92,g,0.9619563,12.242151,356.09818,0.003063615,0.65747905,20221106,tab:red,1,0.0004739563285170445
1116,2022-11-06T08:23:02.000,125968.734,g,0.95560545,12.249343,354.92075,0.0030737785,0.6656512,20221106,tab:red,1,0.0036222468546561193
1124,2022-11-06T08:24:12.000,128679.98,g,0.97617304,12.226223,358.7199,0.0030412243,0.65344554,20221106,tab:red,1,0.0008712835686172093
1132,2022-11-06T08:25:32.000,127162.88,g,0.96466434,12.2390995,356.59906,0.003059312,0.64676106,20221106,tab:red,1,0.0010056298050865053
1133,2022-11-06T08:25:42.000,124945.18,g,0.9478407,12.258202,353.47586,0.003086343,0.65070915,20221106,tab:red,1,0.0005993277655435003
1134,2022-11-06T08:03:12.000,115205.43,g,0.8739544,12.346317,339.41925,0.0032141597,0.7953049,20221106,tab:red,1,0.0025429866853438066
1137,2022-11-06T08:26:12.000,130536.9,g,0.99025977,12.210667,361.29892,0.0030195157,0.6310534,20221106,tab:red,1,5.959201026095595e-05
1141,2022-11-06T08:26:52.000,127316.38,g,0.9658288,12.237789,356.8142,0.003057467,0.629048,20221106,tab:red,1,0.00039638282659920643
1153,2022-11-06T08:28:42.000,126482.39,g,0.9595021,12.244925,355.64365,0.0030675307,0.64416754,20221106,tab:red,1,0.001412482013581795
1157,2022-11-06T08:29:12.000,131959.22,g,1.0010495,12.1989,363.2619,0.0030031987,0.62090534,20221106,tab:red,1,0.0012779538604077434
1162,2022-11-06T08:30:02.000,116198.836,g,0.88149047,12.336995,340.8795,0.003200391,0.62437993,20221106,tab:red,1,0.0003200419375841146
1165,2022-11-06T08:30:32.000,126387.39,g,0.95878136,12.245741,355.51004,0.0030686832,0.61438406,20221106,tab:red,1,0.001412482013581795
1166,2022-11-06T08:30:42.000,116284.72,g,0.88214195,12.336193,341.00546,0.003199209,0.6199005,20221106,tab:red,1,0.00030102892616407084
1168,2022-11-06T08:30:52.000,122928.85,g,0.9325447,12.275866,350.6121,0.0031115517,0.6150424,20221106,tab:red,1,0.001616114663952617
1171,2022-11-06T08:31:22.000,118853.66,g,0.90163004,12.312469,344.7516,0.003164446,0.6015619,20221106,tab:red,1,0.003964533609584708
1178,2022-11-06T08:03:52.000,108122.164,g,0.8202204,12.415214,328.81934,0.0033177724,0.8081188,20221106,tab:red,1,0.0022801630030983566
1180,2022-11-06T08:32:42.000,129586.55,g,0.98305035,12.2186,359.98132,0.0030305677,0.6056739,20221106,tab:red,1,0.001175712596744427
1181,2022-11-06T08:32:52.000,126794.94,g,0.961873,12.242246,356.08276,0.0030637477,0.6030328,20221106,tab:red,1,0.00042123087638429313
1187,2022-11-06T08:33:52.000,130963.77,g,0.993498,12.207122,361.88916,0.0030145908,0.60890263,20221106,tab:red,1,0.004175683656389373
1189,2022-11-06T08:04:02.000,114891.72,g,0.8715746,12.349278,338.95682,0.003218545,0.7915286,20221106,tab:red,1,0.001319499821393011
1191,2022-11-06T08:34:12.000,123699.125,g,0.93838805,12.269083,351.70886,0.0031018488,0.5927533,20221106,tab:red,1,0.0016959968690750116
1199,2022-11-06T08:05:22.000,113819.484,g,0.8634406,12.359459,337.37143,0.0032336696,0.7949918,20221106,tab:red,1,0.00174196224206713
1200,2022-11-06T08:05:32.000,60181.555,g,0.45654044,13.051341,245.31929,0.0044470523,0.7736265,20221106,tab:red,1,0.012403978127896953
1201,2022-11-06T08:05:42.000,116512.87,g,0.88387275,12.334065,341.3398,0.0031960753,0.76972044,20221106,tab:red,1,0.0019306224077299539
1227,2022-11-06T08:09:32.000,109674.38,g,0.8319956,12.399737,331.17123,0.0032942106,0.73871744,20221106,tab:red,1,0.002087764151121385
1228,2022-11-06T08:09:42.000,117936.05,g,0.894669,12.320884,343.41818,0.0031767327,0.7357569,20221106,tab:red,1,0.002174686290603134
1232,2022-11-06T08:10:22.000,99721.695,g,0.756494,12.503026,315.7874,0.0034546903,0.77196527,20221106,tab:red,1,0.0006513684067084302
1234,2022-11-06T08:10:42.000,113319.12,g,0.8596448,12.364242,336.62906,0.003240801,0.7514907,20221106,tab:red,1,0.0005993264872337645
1251,2022-11-06T08:13:12.000,109078.0,g,0.82747144,12.405657,330.2696,0.0033032037,0.7093807,20221106,tab:red,1,0.002087764151121385
1260,2022-11-06T08:14:32.000,119584.375,g,0.90717334,12.305814,345.80975,0.0031547628,0.72115165,20221106,tab:red,1,0.0021863730435316975
1265,2022-11-06T08:15:22.000,121903.34,g,0.9247651,12.284961,349.14658,0.0031246124,0.70683813,20221106,tab:red,1,0.0017784743350831578
1272,2022-11-06T08:16:22.000,114268.43,g,0.86684626,12.355185,338.03613,0.003227311,0.70843804,20221106,tab:red,1,0.0013637657366484812
1275,2022-11-06T08:16:52.000,121348.45,g,0.9205557,12.289914,348.35104,0.0031317482,0.7001688,20221106,tab:red,1,0.0027992569604791684
1276,2022-11-06T08:17:02.000,126133.516,g,0.9568555,12.247924,355.1528,0.00307177,0.692643,20221106,tab:red,1,0.000311143357978938
1280,2022-11-06T08:50:52.000,73857.7,g,0.56028837,12.829011,271.76773,0.0040142653,0.5195031,20221106,tab:red,1,0.011137758713186285
1290,2022-11-06T08:35:52.000,138119.34,g,1.0477805,12.1493635,371.6441,0.0029354636,0.5804052,20221106,tab:red,1,0.0002602099650020895
1294,2022-11-06T08:53:02.000,140756.97,g,1.0677897,12.128825,375.1759,0.0029078298,0.51338494,20221106,tab:red,1,2.7184141064229284e-05
1296,2022-11-06T08:53:22.000,131905.5,g,1.0006421,12.199343,363.18796,0.0030038103,0.53434503,20221106,tab:red,1,0.005656214265516435
1297,2022-11-06T08:53:32.000,141005.44,g,1.0696746,12.12691,375.5069,0.0029052668,0.51068676,20221106,tab:red,1,0.0009927283952936294
1301,2022-11-06T08:36:02.000,132372.23,g,1.0041828,12.195508,363.82996,0.00299851,0.60406405,20221106,tab:red,1,0.00026230900404433655
1305,2022-11-06T08:54:42.000,147815.53,g,1.1213363,12.0757,384.46786,0.0028375525,0.5114264,20221106,tab:red,1,0.0007208817685224189
1306,2022-11-06T08:54:52.000,146273.9,g,1.1096416,12.087083,382.45773,0.0028524662,0.50008696,20221106,tab:red,1,0.0013307880705474284
1311,2022-11-06T08:55:42.000,149166.88,g,1.1315877,12.065819,386.22128,0.0028246702,0.5007582,20221106,tab:red,1,0.0017067273241759828
1319,2022-11-06T08:56:52.000,147667.84,g,1.120216,12.076785,384.27573,0.002838971,0.49030548,20221106,tab:red,1,0.001086276463013125
1322,2022-11-06T08:57:22.000,148070.28,g,1.123269,12.073831,384.799,0.0028351105,0.48266807,20221106,tab:red,1,0.0014782882792285235
1323,2022-11-06T08:36:22.000,129764.21,g,0.9843981,12.217113,360.228,0.0030284924,0.58206546,20221106,tab:red,1,0.0010745499276265669
1325,2022-11-06T08:57:42.000,147684.52,g,1.1203424,12.076663,384.29742,0.002838811,0.48031405,20221106,tab:red,1,0.0016969251813959696
1349,2022-11-06T08:37:12.000,138919.81,g,1.0538529,12.143089,372.71948,0.002926994,0.57406265,20221106,tab:red,1,0.002452779931448601
1352,2022-11-06T08:37:32.000,137040.94,g,1.0395998,12.157874,370.19043,0.0029469908,0.5966104,20221106,tab:red,1,0.0009927283952936294
1353,2022-11-06T08:37:42.000,139723.05,g,1.0599463,12.13683,373.79547,0.0029185687,0.5629477,20221106,tab:red,1,0.0005645833431354719
1370,2022-11-06T08:40:22.000,141069.19,g,1.0701582,12.126419,375.5918,0.0029046102,0.5497506,20221106,tab:red,1,0.0005864438017789131
1371,2022-11-06T08:40:32.000,135989.89,g,1.0316265,12.166233,368.76807,0.0029583573,0.5633349,20221106,tab:red,1,0.0001807086096548005
1374,2022-11-06T08:40:52.000,139562.02,g,1.0587248,12.138082,373.58002,0.002920252,0.56197786,20221106,tab:red,1,0.0001807086096548005
1381,2022-11-06T08:42:02.000,129175.62,g,0.97993296,12.222049,359.4101,0.0030353842,0.5614899,20221106,tab:red,1,0.00028294232101111483
1389,2022-11-06T08:43:12.000,130661.16,g,0.99120235,12.209634,361.47083,0.0030180796,0.55330014,20221106,tab:red,1,0.0006681546903306579
1391,2022-11-06T08:43:32.000,84556.81,g,0.64145243,12.682129,290.78653,0.0037517133,0.5791564,20221106,tab:red,1,0.005610831786872494
1392,2022-11-06T08:43:42.000,129616.625,g,0.9832785,12.2183485,360.0231,0.003030216,0.567268,20221106,tab:red,1,0.0014814954600728125
1399,2022-11-06T08:44:42.000,132076.48,g,1.001939,12.197936,363.42328,0.0030018652,0.5549395,20221106,tab:red,1,0.0005888447298950106
1414,2022-11-06T08:47:02.000,133234.48,g,1.0107237,12.188458,365.013,0.0029887916,0.538353,20221106,tab:red,1,0.0006681546903306579
1432,2022-11-06T08:49:42.000,127030.52,g,0.96366024,12.24023,356.41342,0.0030609053,0.5266506,20221106,tab:red,1,0.007241821407026505
1446,2022-11-06T09:27:34.000,143303.23,g,1.0871059,12.10936,378.55414,0.0028818804,0.45762193,20221106,tab:red,1,0.0002740038462830663
1448,2022-11-06T09:27:54.000,43250.71,g,0.32810214,13.410017,207.96805,0.005245747,0.51380926,20221106,tab:red,1,0.011558330721740562
1449,2022-11-06T09:28:04.000,223756.5,g,1.6974286,11.625561,473.02908,0.0023063016,0.010972214,20221106,tab:red,1,0.0035808800217541625
1459,2022-11-06T09:13:04.000,94554.07,g,0.71729213,12.5608,307.49646,0.0035478384,0.49385226,20221106,tab:red,1,0.0030688694037494524
1470,2022-11-06T09:14:44.000,128623.05,g,0.9757412,12.226703,358.64056,0.0030418972,0.44323128,20221106,tab:red,1,0.0012302450630042316
1473,2022-11-06T09:15:04.000,140284.72,g,1.0642072,12.132474,374.54602,0.0029127202,0.44059843,20221106,tab:red,1,0.0011549956189652044
1478,2022-11-06T09:15:54.000,143515.05,g,1.0887127,12.107757,378.8338,0.0028797528,0.4530807,20221106,tab:red,1,0.0006798653684217393
1490,2022-11-06T09:17:44.000,135102.98,g,1.0248983,12.173338,367.56357,0.002968052,0.45144168,20221106,tab:red,1,0.0009516748499105998
1497,2022-11-06T09:18:44.000,148436.88,g,1.12605,12.071145,385.2751,0.0028316074,0.4360882,20221106,tab:red,1,0.0033668768603823396
1498,2022-11-06T09:18:54.000,146864.69,g,1.1141232,12.082706,383.22928,0.0028467234,0.44736248,20221106,tab:red,1,0.0006798653684217393
1508,2022-11-06T09:20:24.000,142981.7,g,1.0846666,12.111799,378.1292,0.002885119,0.44453326,20221106,tab:red,1,0.0004768659572670919
1515,2022-11-06T09:10:54.000,131405.92,g,0.99685216,12.203463,362.49954,0.0030095149,0.46268278,20221106,tab:red,1,0.00042418174121511276
1523,2022-11-06T09:22:44.000,144609.95,g,1.0970186,12.099504,380.27615,0.0028688302,0.44868702,20221106,tab:red,1,0.0006180823786330336
1528,2022-11-06T09:23:24.000,102587.72,g,0.7782358,12.472261,320.29318,0.0034060911,0.3964508,20221106,tab:red,1,0.0007039520009561873
1529,2022-11-06T09:23:34.000,154291.03,g,1.1704599,12.029148,392.79898,0.0027773692,0.40385938,20221106,tab:red,1,0.0016106714507569397
1533,2022-11-06T09:24:14.000,149131.31,g,1.131318,12.066078,386.17523,0.0028250068,0.40743855,20221106,tab:red,1,0.0018638769256147936
1544,2022-11-06T09:26:04.000,146611.3,g,1.112201,12.084581,382.89856,0.002849182,0.4210194,20221106,tab:red,1,0.0012015747454179326
1548,2022-11-20T02:48:47.000,100344.87,g,0.87990165,12.496262,316.77258,0.0034439461,0.5747093,20221120,tab:green,1,0.0012172273057020067
1549,2022-11-20T02:48:57.000,87793.266,g,0.76983947,12.641347,296.2993,0.0036819114,0.56954324,20221120,tab:green,1,0.006387146932514853
1550,2022-11-20T02:49:07.000,93399.125,g,0.81899595,12.574143,305.6127,0.0035697068,0.5670975,20221120,tab:green,1,0.004299349043390466
1551,2022-11-20T02:49:17.000,98649.695,g,0.8650371,12.514761,314.0855,0.0034734102,0.57895494,20221120,tab:green,1,0.002467295167959793
1552,2022-11-20T02:49:27.000,106221.195,g,0.93142986,12.434472,325.91592,0.0033473286,0.5764705,20221120,tab:green,1,0.0032955706410277563
1553,2022-11-20T02:49:37.000,102647.57,g,0.90009356,12.471628,320.3866,0.0034050979,0.5792377,20221120,tab:green,1,0.0012172273057020067
1554,2022-11-20T02:49:47.000,105678.96,g,0.92667514,12.440028,325.083,0.0033559052,0.5738785,20221120,tab:green,1,0.0012172273057020067
1555,2022-11-20T02:49:57.000,104853.01,g,0.9194325,12.448547,323.81015,0.003369097,0.5776019,20221120,tab:green,1,0.0012172273057020067
1556,2022-11-20T02:50:07.000,103238.016,g,0.905271,12.465401,321.30673,0.0033953467,0.5673322,20221120,tab:green,1,0.0012172273057020067
1557,2022-11-20T02:50:17.000,111796.0,g,0.9803141,12.378934,334.3591,0.0032628027,0.57265455,20221120,tab:green,1,0.0012172273057020067
1558,2022-11-20T02:33:47.000,102156.05,g,0.8957835,12.47684,319.6186,0.00341328,0.67403996,20221120,tab:green,1,0.0055737352229879855
1559,2022-11-20T02:50:27.000,111380.19,g,0.9766678,12.38298,333.7367,0.0032688875,0.5721778,20221120,tab:green,1,0.004732836372810301
1561,2022-11-20T02:50:47.000,98102.875,g,0.8602421,12.520796,313.21378,0.003483077,0.55173224,20221120,tab:green,1,0.003860761992522943
1562,2022-11-20T02:50:57.000,97816.766,g,0.85773325,12.523967,312.7567,0.0034881672,0.5659012,20221120,tab:green,1,0.000964395125487294
1565,2022-11-20T02:51:27.000,97700.984,g,0.856718,12.525252,312.57156,0.0034902336,0.5508987,20221120,tab:green,1,0.0037125761894509224
1566,2022-11-20T02:51:37.000,90150.1,g,0.790506,12.612584,300.25006,0.0036334638,0.5626923,20221120,tab:green,1,0.002787329498676716
1567,2022-11-20T02:51:47.000,79375.56,g,0.69602644,12.750783,281.7367,0.0038722246,0.55390245,20221120,tab:green,1,0.010166886045570311
1568,2022-11-20T02:51:57.000,104337.84,g,0.91491514,12.453896,323.01367,0.003377404,0.5674302,20221120,tab:green,1,0.003910708248170969
1569,2022-11-20T02:33:57.000,108458.75,g,0.9510504,12.411839,329.33075,0.0033126203,0.66717035,20221120,tab:green,1,0.002911226384185839
1570,2022-11-20T02:52:07.000,88821.055,g,0.7788519,12.62871,298.02863,0.003660547,0.56651175,20221120,tab:green,1,0.006387146932514853
1571,2022-11-20T02:52:17.000,103093.63,g,0.90400493,12.466921,321.08197,0.0033977234,0.5686836,20221120,tab:green,1,0.0012172273057020067
1573,2022-11-20T02:52:37.000,95497.36,g,0.8373949,12.550021,309.02646,0.0035302727,0.5526732,20221120,tab:green,1,0.000964395125487294
1574,2022-11-20T02:52:47.000,82270.57,g,0.7214121,12.711888,286.82846,0.0038034848,0.5503019,20221120,tab:green,1,0.0091359092001983
1575,2022-11-20T02:52:57.000,92829.0,g,0.8139967,12.5807905,304.67853,0.003580652,0.55286896,20221120,tab:green,1,0.002787329498676716
1576,2022-11-20T02:53:07.000,95731.18,g,0.8394453,12.547366,309.40457,0.0035259589,0.57187515,20221120,tab:green,1,0.002467295167959793
1578,2022-11-20T02:53:27.000,93037.695,g,0.81582665,12.578353,305.0208,0.0035766338,0.5607708,20221120,tab:green,1,0.002787329498676716
1579,2022-11-20T02:53:37.000,87692.24,g,0.76895356,12.642597,296.12875,0.0036840318,0.56170434,20221120,tab:green,1,0.007383217001372455
1580,2022-11-20T02:34:07.000,107628.56,g,0.9437707,12.420181,328.06793,0.0033253715,0.6714636,20221120,tab:green,1,0.002911226384185839
1581,2022-11-20T02:53:47.000,94804.195,g,0.8313167,12.557931,307.9029,0.003543155,0.55288,20221120,tab:green,1,0.002787329498676716
1585,2022-11-20T02:54:27.000,105572.734,g,0.92574364,12.44112,324.9196,0.003357593,0.557707,20221120,tab:green,1,0.002400623259340484
1587,2022-11-20T02:54:47.000,106248.78,g,0.93167174,12.43419,325.95825,0.0033468942,0.5665868,20221120,tab:green,1,0.0012172273057020067
1589,2022-11-20T02:55:07.000,107706.625,g,0.9444552,12.419394,328.1869,0.0033241662,0.5524334,20221120,tab:green,1,0.0020983335006999893
1591,2022-11-20T02:34:17.000,104818.41,g,0.9191291,12.448906,323.7567,0.003369653,0.6772929,20221120,tab:green,1,0.0026643215739200476
1592,2022-11-20T02:55:27.000,107889.13,g,0.9460556,12.417556,328.4648,0.0033213536,0.5471776,20221120,tab:green,1,0.0014377244958543867
1597,2022-11-20T02:56:17.000,109013.734,g,0.955917,12.406297,330.17227,0.0033041772,0.548827,20221120,tab:green,1,0.0014377244958543867
1598,2022-11-20T02:56:27.000,108194.33,g,0.9487318,12.414489,328.92905,0.0033166658,0.54260385,20221120,tab:green,1,0.0015774970188577875
1602,2022-11-20T02:34:27.000,103063.53,g,0.903741,12.467237,321.0351,0.0033982196,0.6706866,20221120,tab:green,1,0.0026643215739200476
1605,2022-11-20T02:57:27.000,110340.95,g,0.96755505,12.393158,332.1761,0.0032842453,0.5494386,20221120,tab:green,1,0.0039278455994870565
1606,2022-11-20T02:57:37.000,118183.96,g,1.0363287,12.3186035,343.77896,0.003173399,0.5423578,20221120,tab:green,1,0.0017582605703057586
1613,2022-11-20T02:34:37.000,107731.766,g,0.9446757,12.419141,328.2252,0.0033237783,0.6690984,20221120,tab:green,1,0.002911226384185839
1616,2022-11-20T02:59:07.000,105212.83,g,0.92258763,12.444828,324.36526,0.0033633308,0.54196453,20221120,tab:green,1,0.00066394346833204
1618,2022-11-20T02:59:27.000,108175.3,g,0.9485649,12.41468,328.90012,0.0033169575,0.52465606,20221120,tab:green,1,0.0010557387785327665
1621,2022-11-20T02:59:57.000,113223.16,g,0.9928285,12.365162,336.48648,0.003242174,0.5361799,20221120,tab:green,1,0.0015697082985135502
1623,2022-11-20T03:00:17.000,107718.84,g,0.9445624,12.4192705,328.20547,0.0033239778,0.53466797,20221120,tab:green,1,0.0020490872934848525
1624,2022-11-20T02:34:47.000,111606.07,g,0.9786486,12.38078,334.07495,0.0032655778,0.6606231,20221120,tab:green,1,0.002911226384185839
1625,2022-11-20T03:00:27.000,98035.07,g,0.8596475,12.521546,313.10553,0.0034842815,0.5309845,20221120,tab:green,1,0.00020875858463192953
1627,2022-11-20T03:00:47.000,100734.82,g,0.88332105,12.492051,317.38748,0.003437274,0.53510493,20221120,tab:green,1,0.0018451617988365365
1629,2022-11-20T03:01:07.000,104041.76,g,0.9123189,12.456981,322.55505,0.0033822064,0.53925335,20221120,tab:green,1,0.0014377244958543867
1630,2022-11-20T03:01:17.000,96092.43,g,0.842613,12.543277,309.9878,0.0035193248,0.5228815,20221120,tab:green,1,0.00020875858463192953
1631,2022-11-20T03:01:27.000,94167.0,g,0.8257293,12.565253,306.86642,0.0035551225,0.53782785,20221120,tab:green,1,0.005552186351225008
1632,2022-11-20T03:01:37.000,95818.305,g,0.8402092,12.546379,309.54532,0.0035243556,0.5364824,20221120,tab:green,1,0.0024843509801896757
1633,2022-11-20T03:01:47.000,97005.5,g,0.85061944,12.53301,311.45706,0.0035027228,0.53135645,20221120,tab:green,1,0.00020875858463192953
1635,2022-11-20T02:34:57.000,107685.22,g,0.9442675,12.41961,328.15427,0.0033244968,0.66092306,20221120,tab:green,1,0.005413541804045741
1636,2022-11-20T03:02:07.000,95720.68,g,0.83935314,12.547485,309.3876,0.0035261523,0.5479989,20221120,tab:green,1,0.002893205508143204
1637,2022-11-20T02:35:07.000,110377.375,g,0.96787447,12.392799,332.2309,0.0032837032,0.65755,20221120,tab:green,1,0.002911226384185839
1638,2022-11-20T02:35:17.000,111916.67,g,0.9813722,12.377763,334.5395,0.0032610432,0.663331,20221120,tab:green,1,0.002911226384185839
1639,2022-11-20T02:32:17.000,98774.51,g,0.8661315,12.513388,314.28412,0.003471215,0.6764042,20221120,tab:green,1,0.003920405813580663
1640,2022-11-20T02:35:27.000,109045.62,g,0.95619655,12.405979,330.22055,0.003303694,0.6471853,20221120,tab:green,1,0.002911226384185839
1641,2022-11-20T02:35:37.000,110331.53,g,0.96747243,12.39325,332.1619,0.0032843854,0.6501231,20221120,tab:green,1,0.002911226384185839
1642,2022-11-20T02:35:47.000,107519.25,g,0.9428122,12.421285,327.90128,0.0033270614,0.6482666,20221120,tab:green,1,0.002911226384185839
1643,2022-11-20T02:35:57.000,109960.52,g,0.96421915,12.396908,331.60297,0.0032899214,0.6395759,20221120,tab:green,1,0.002911226384185839
1644,2022-11-20T02:36:07.000,110325.22,g,0.9674171,12.393313,332.1524,0.0032844795,0.6486818,20221120,tab:green,1,0.003115873407604386
1645,2022-11-20T02:36:17.000,103560.16,g,0.9080958,12.462018,321.80765,0.0033900617,0.65479565,20221120,tab:green,1,0.0026643215739200476
1646,2022-11-20T02:36:27.000,106933.164,g,0.9376729,12.427219,327.00638,0.0033361667,0.6488229,20221120,tab:green,1,0.002911226384185839
1647,2022-11-20T02:36:37.000,108446.5,g,0.95094305,12.411962,329.31216,0.0033128073,0.64461327,20221120,tab:green,1,0.002911226384185839
1648,2022-11-20T02:36:47.000,113158.45,g,0.99226105,12.365783,336.39032,0.0032431008,0.6502238,20221120,tab:green,1,0.0028392582075069672
1649,2022-11-20T02:36:57.000,106072.14,g,0.9301228,12.435997,325.68716,0.0033496798,0.6382819,20221120,tab:green,1,0.002911226384185839
1650,2022-11-20T02:32:27.000,93443.8,g,0.81938773,12.573624,305.6858,0.0035688533,0.667281,20221120,tab:green,1,0.005761277072346915
1651,2022-11-20T02:37:07.000,108534.53,g,0.95171493,12.41108,329.4458,0.0033114636,0.6449484,20221120,tab:green,1,0.002911226384185839
1652,2022-11-20T02:37:17.000,111455.695,g,0.97733,12.382244,333.84982,0.00326778,0.6399849,20221120,tab:green,1,0.002911226384185839
1653,2022-11-20T02:37:27.000,110700.375,g,0.97070676,12.389627,332.71667,0.0032789093,0.6418482,20221120,tab:green,1,0.002911226384185839
1654,2022-11-20T02:37:37.000,113017.93,g,0.9910289,12.367131,336.1814,0.0032451162,0.64209455,20221120,tab:green,1,0.0028392582075069672
1655,2022-11-20T02:37:47.000,112422.414,g,0.98580694,12.372868,335.29453,0.0032536997,0.6220734,20221120,tab:green,1,0.0028392582075069672
1656,2022-11-20T02:37:57.000,115797.875,g,1.0154055,12.340749,340.29086,0.003205927,0.6469313,20221120,tab:green,1,0.0030286056811439366
1657,2022-11-20T02:38:07.000,112609.96,g,0.9874515,12.3710575,335.57407,0.0032509894,0.625606,20221120,tab:green,1,0.0028392582075069672
1658,2022-11-20T02:38:17.000,104502.06,g,0.91635513,12.452188,323.2678,0.0033747493,0.63947326,20221120,tab:green,1,0.0026643215739200476
1659,2022-11-20T02:38:27.000,108244.37,g,0.9491706,12.413987,329.00513,0.003315899,0.62371093,20221120,tab:green,1,0.002911226384185839
1660,2022-11-20T02:38:37.000,105011.11,g,0.92081887,12.446912,324.05417,0.0033665597,0.6421525,20221120,tab:green,1,0.002911226384185839
1661,2022-11-20T02:32:37.000,81179.46,g,0.7118445,12.726384,284.9201,0.0038289602,0.6764285,20221120,tab:green,1,0.013592898140982801
1662,2022-11-20T02:38:47.000,111986.56,g,0.98198503,12.377086,334.64392,0.0032600255,0.636966,20221120,tab:green,1,0.002911226384185839
1663,2022-11-20T02:38:57.000,104502.91,g,0.9163626,12.452179,323.2691,0.0033747356,0.6385029,20221120,tab:green,1,0.0026643215739200476
1664,2022-11-20T02:39:07.000,96145.22,g,0.8430758,12.542681,310.0729,0.0035183586,0.6331819,20221120,tab:green,1,0.0043738349999075665
1665,2022-11-20T02:39:17.000,103946.94,g,0.91148734,12.457971,322.40802,0.0033837487,0.64701265,20221120,tab:green,1,0.0026643215739200476
1666,2022-11-20T02:39:27.000,108597.445,g,0.95226663,12.410451,329.54126,0.0033105041,0.6310589,20221120,tab:green,1,0.002911226384185839
1667,2022-11-20T02:39:37.000,98979.86,g,0.8679322,12.511133,314.61066,0.0034676122,0.6247242,20221120,tab:green,1,0.003920405813580663
1668,2022-11-20T02:39:47.000,96273.625,g,0.8442018,12.541232,310.2799,0.0035160116,0.62330186,20221120,tab:green,1,0.003920405813580663
