,time,target_flux,filter,norm_target_flux,target_mag,target_flux_err,target_mag_err,diff_mag,obs_no,color,Anomaly,Anomaly_Score
776,2022-11-06T07:18:02.000,107320.63,g,0.81413996,12.423292,327.5983,0.0033301387,0.8375546,20221106,tab:red,1,0.0006058768577748563
778,2022-11-06T07:18:22.000,110782.26,g,0.8404,12.388824,332.8397,0.0032776974,0.8596383,20221106,tab:red,1,0.0010543521250114818
779,2022-11-06T07:18:32.000,105896.23,g,0.8033343,12.4377985,325.417,0.003352461,0.8442228,20221106,tab:red,1,0.0006058768577748563
780,2022-11-06T07:18:42.000,98996.14,g,0.7509899,12.510954,314.63654,0.003467327,0.8498848,20221106,tab:red,1,0.004583463995427195
781,2022-11-06T07:18:52.000,107323.37,g,0.8141607,12.4232645,327.60245,0.0033300964,0.8433543,20221106,tab:red,1,0.0006058768577748563
782,2022-11-06T07:19:02.000,109791.09,g,0.832881,12.398582,331.34738,0.003292459,0.85579383,20221106,tab:red,1,0.0006058768577748563
783,2022-11-06T07:19:12.000,108691.34,g,0.82453823,12.4095125,329.68372,0.0033090739,0.8558569,20221106,tab:red,1,0.0006058768577748563
784,2022-11-06T07:19:22.000,111889.875,g,0.84880245,12.378023,334.49942,0.0032614337,0.84303415,20221106,tab:red,1,0.004362427564964133
787,2022-11-06T07:19:42.000,109463.516,g,0.83039594,12.401827,330.8527,0.003297382,0.84904844,20221106,tab:red,1,0.0006058768577748563
788,2022-11-06T07:19:52.000,110044.11,g,0.83480036,12.396083,331.72897,0.0032886718,0.8471531,20221106,tab:red,1,0.0037038319318865587
789,2022-11-06T07:20:02.000,110035.48,g,0.83473486,12.396168,331.71594,0.0032888008,0.84505296,20221106,tab:red,1,0.0006058768577748563
790,2022-11-06T07:20:12.000,109702.93,g,0.83221215,12.399454,331.21432,0.0032937818,0.85093385,20221106,tab:red,1,0.0006058768577748563
791,2022-11-06T07:20:22.000,106828.07,g,0.81040335,12.428287,326.84564,0.0033378073,0.8678553,20221106,tab:red,1,0.0006058768577748563
792,2022-11-06T07:20:32.000,108321.28,g,0.8217309,12.413216,329.12198,0.0033147216,0.8555618,20221106,tab:red,1,0.0006058768577748563
793,2022-11-06T07:20:42.000,109642.32,g,0.83175236,12.400055,331.1228,0.0032946921,0.83979785,20221106,tab:red,1,0.003476714592772212
794,2022-11-06T07:20:52.000,111920.234,g,0.84903276,12.377728,334.54483,0.0032609913,0.84650326,20221106,tab:red,1,0.0010543521250114818
795,2022-11-06T07:21:02.000,108765.516,g,0.8251009,12.4087715,329.79617,0.0033079456,0.84740853,20221106,tab:red,1,0.0006058768577748563
797,2022-11-06T07:21:12.000,106079.7,g,0.8047262,12.43592,325.6988,0.0033495603,0.8581319,20221106,tab:red,1,0.0006058768577748563
799,2022-11-06T07:21:32.000,105138.04,g,0.7975826,12.4456005,324.24997,0.003364527,0.8592855,20221106,tab:red,1,0.004665242860608598
800,2022-11-06T07:21:42.000,110012.79,g,0.8345628,12.396392,331.68176,0.00328914,0.8487842,20221106,tab:red,1,0.0006058768577748563
801,2022-11-06T07:21:52.000,112437.055,g,0.8529534,12.372726,335.31635,0.003253488,0.83917624,20221106,tab:red,1,0.00380876264971175
802,2022-11-06T07:22:02.000,112482.96,g,0.85330164,12.372283,335.3848,0.003252824,0.8375097,20221106,tab:red,1,0.0011161868433499644
803,2022-11-06T07:22:12.000,110456.74,g,0.8379306,12.392019,332.35034,0.0032825235,0.85649073,20221106,tab:red,1,0.0031315696198526144
804,2022-11-06T07:22:22.000,111885.9,g,0.8487723,12.378061,334.4935,0.0032614917,0.8463193,20221106,tab:red,1,0.0010543521250114818
806,2022-11-06T07:22:42.000,113261.76,g,0.8592096,12.364792,336.54385,0.0032416214,0.84118354,20221106,tab:red,1,0.0011161868433499644
809,2022-11-06T07:23:02.000,108424.234,g,0.822512,12.412184,329.27835,0.0033131475,0.8697859,20221106,tab:red,1,0.0022278356130681076
810,2022-11-06T07:23:12.000,110344.11,g,0.8370762,12.393127,332.18085,0.0032841982,0.84998006,20221106,tab:red,1,0.0010543521250114818
811,2022-11-06T07:23:22.000,109422.78,g,0.83008695,12.40223,330.79114,0.0032979955,0.84667706,20221106,tab:red,1,0.0006058768577748563
812,2022-11-06T07:23:32.000,109601.09,g,0.8314396,12.400463,331.06055,0.0032953117,0.8472938,20221106,tab:red,1,0.0006058768577748563
813,2022-11-06T07:23:42.000,111184.91,g,0.8434545,12.384886,333.444,0.003271757,0.8518312,20221106,tab:red,1,0.004156937425314311
814,2022-11-06T07:23:52.000,108881.164,g,0.8259782,12.4076185,329.97147,0.0033061882,0.86499244,20221106,tab:red,1,0.0006058768577748563
815,2022-11-06T07:24:02.000,111934.86,g,0.8491437,12.377586,334.56668,0.0032607783,0.8523776,20221106,tab:red,1,0.0010543521250114818
816,2022-11-06T07:24:12.000,111880.49,g,0.8487313,12.378114,334.4854,0.0032615704,0.85558236,20221106,tab:red,1,0.0031315696198526144
817,2022-11-06T07:24:22.000,110931.34,g,0.841531,12.387364,333.06357,0.003275494,0.86476207,20221106,tab:red,1,0.0010543521250114818
819,2022-11-06T07:24:32.000,112550.33,g,0.8538127,12.371634,335.48523,0.0032518504,0.8473031,20221106,tab:red,1,0.0011161868433499644
820,2022-11-06T07:24:42.000,110949.53,g,0.84166896,12.387186,333.09088,0.0032752256,0.85883546,20221106,tab:red,1,0.0010543521250114818
821,2022-11-06T07:24:52.000,110189.85,g,0.83590597,12.394646,331.94858,0.0032864963,0.84994876,20221106,tab:red,1,0.0006058768577748563
822,2022-11-06T07:25:02.000,110929.96,g,0.8415205,12.387378,333.0615,0.0032755146,0.860976,20221106,tab:red,1,0.0010543521250114818
823,2022-11-06T07:25:12.000,113655.62,g,0.86219746,12.361023,337.12848,0.003236,0.84522283,20221106,tab:red,1,0.004219410548383873
824,2022-11-06T07:25:22.000,113331.16,g,0.8597361,12.364126,336.64694,0.0032406286,0.83935726,20221106,tab:red,1,0.0011161868433499644
825,2022-11-06T07:25:32.000,109484.664,g,0.83055645,12.401617,330.88467,0.0032970633,0.8537381,20221106,tab:red,1,0.0006058768577748563
826,2022-11-06T07:25:42.000,110197.53,g,0.83596426,12.39457,331.96014,0.0032863817,0.8400877,20221106,tab:red,1,0.003293881228267903
827,2022-11-06T07:25:52.000,111960.734,g,0.84933996,12.377336,334.60535,0.0032604015,0.8471329,20221106,tab:red,1,0.0010543521250114818
828,2022-11-06T07:26:02.000,111286.25,g,0.8442233,12.383896,333.59595,0.0032702668,0.85320884,20221106,tab:red,1,0.004362427564964133
856,2022-11-06T06:59:52.000,118340.86,g,0.89773995,12.317163,344.00705,0.0031712947,0.78486496,20221106,tab:red,1,0.0008623761285100895
858,2022-11-06T07:00:12.000,119298.5,g,0.9050047,12.308413,345.39615,0.0031585405,0.7822747,20221106,tab:red,1,0.0015596743285615777
873,2022-11-06T07:02:32.000,114839.24,g,0.8711765,12.349774,338.8794,0.0032192802,0.8109571,20221106,tab:red,1,0.0018283396780746086
874,2022-11-06T07:02:42.000,115090.09,g,0.8730795,12.347405,339.2493,0.00321577,0.7962765,20221106,tab:red,1,0.0024232413797034558
877,2022-11-06T07:03:02.000,121068.7,g,0.9184335,12.29242,347.94928,0.0031353643,0.7803246,20221106,tab:red,1,0.001574731871533952
882,2022-11-06T07:03:52.000,116836.78,g,0.88632995,12.331051,341.81396,0.0031916418,0.7957991,20221106,tab:red,1,0.0019306224077299539
884,2022-11-06T07:04:12.000,116117.54,g,0.88087374,12.337755,340.76025,0.0032015112,0.7973922,20221106,tab:red,1,0.004043257395232314
886,2022-11-06T06:53:52.000,114908.42,g,0.8717013,12.34912,338.98145,0.0032183111,0.7477539,20221106,tab:red,1,0.0024808201724116907
888,2022-11-06T07:04:42.000,114486.22,g,0.86849844,12.353117,338.35812,0.00322424,0.81205225,20221106,tab:red,1,0.0023539431961264734
898,2022-11-06T07:06:12.000,112708.11,g,0.8550096,12.370112,335.72028,0.0032495735,0.82498425,20221106,tab:red,1,0.0038189379820138813
908,2022-11-06T06:54:12.000,112544.09,g,0.8537654,12.371694,335.47592,0.0032519405,0.7633114,20221106,tab:red,1,0.0008845190809534942
916,2022-11-06T07:09:02.000,116334.625,g,0.88252056,12.335728,341.0786,0.0031985228,0.8128874,20221106,tab:red,1,0.0031188680242247857
920,2022-11-06T07:42:52.000,110596.18,g,0.8389884,12.39065,332.56003,0.0032804536,0.85969156,20221106,tab:red,1,0.0010543521250114818
921,2022-11-06T07:43:02.000,108102.65,g,0.82007235,12.415409,328.78967,0.0033180718,0.85792017,20221106,tab:red,1,0.0006058768577748563
923,2022-11-06T07:43:22.000,108413.47,g,0.82243025,12.412292,329.26202,0.0033133118,0.86078554,20221106,tab:red,1,0.0006058768577748563
924,2022-11-06T07:43:32.000,105428.06,g,0.7997828,12.44261,324.69687,0.003359896,0.86784476,20221106,tab:red,1,0.0006058768577748563
925,2022-11-06T07:43:42.000,99942.74,g,0.75817084,12.500622,316.1372,0.0034508677,0.8591778,20221106,tab:red,1,0.0033246344670481154
926,2022-11-06T07:43:52.000,102197.83,g,0.7752781,12.476396,319.68396,0.0034125822,0.85774904,20221106,tab:red,1,0.0006058768577748563
927,2022-11-06T07:44:02.000,103641.625,g,0.7862308,12.461164,321.9342,0.003388729,0.8684437,20221106,tab:red,1,0.0034238679388424176
928,2022-11-06T07:44:12.000,100933.71,g,0.7656884,12.489909,317.70065,0.0034338855,0.862242,20221106,tab:red,1,0.0014612703078438205
929,2022-11-06T07:44:22.000,102514.97,g,0.7776839,12.473032,320.1796,0.0034072995,0.85432446,20221106,tab:red,1,0.0006058768577748563
930,2022-11-06T07:27:52.000,110363.64,g,0.83722436,12.392935,332.21024,0.0032839077,0.86762637,20221106,tab:red,1,0.0010543521250114818
931,2022-11-06T07:44:32.000,106727.92,g,0.80964357,12.429305,326.69238,0.003339373,0.857828,20221106,tab:red,1,0.0006058768577748563
932,2022-11-06T07:44:42.000,106355.125,g,0.80681556,12.433104,326.12134,0.0033452203,0.8499361,20221106,tab:red,1,0.0006058768577748563
933,2022-11-06T07:44:52.000,98513.64,g,0.74732965,12.516259,313.86884,0.0034758078,0.8535101,20221106,tab:red,1,0.004583463995427195
934,2022-11-06T07:45:02.000,104509.71,g,0.7928161,12.452108,323.2796,0.003374626,0.8584106,20221106,tab:red,1,0.0006058768577748563
935,2022-11-06T07:45:12.000,105330.555,g,0.79904306,12.443614,324.5467,0.003361451,0.8619771,20221106,tab:red,1,0.003909015402827953
936,2022-11-06T07:45:22.000,107795.17,g,0.8177398,12.418502,328.32175,0.0033228009,0.85289854,20221106,tab:red,1,0.002676683839830274
937,2022-11-06T07:45:32.000,102690.04,g,0.779012,12.471179,320.45288,0.0034043938,0.87061256,20221106,tab:red,1,0.0006058768577748563
938,2022-11-06T07:45:42.000,107155.66,g,0.81288844,12.424962,327.3464,0.0033327013,0.85680556,20221106,tab:red,1,0.003909015402827953
939,2022-11-06T07:45:52.000,104706.94,g,0.7943123,12.450062,323.5845,0.0033714462,0.8687409,20221106,tab:red,1,0.0006058768577748563
940,2022-11-06T07:46:02.000,108400.59,g,0.8223326,12.412421,329.24246,0.0033135086,0.8600756,20221106,tab:red,1,0.0006058768577748563
941,2022-11-06T07:28:02.000,111382.69,g,0.8449549,12.382956,333.74045,0.003268851,0.8588282,20221106,tab:red,1,0.0010543521250114818
942,2022-11-06T07:46:12.000,107222.92,g,0.8133987,12.424281,327.44913,0.0033316559,0.8552013,20221106,tab:red,1,0.0006058768577748563
943,2022-11-06T07:46:22.000,107595.94,g,0.8162284,12.42051,328.0182,0.0033258756,0.8677941,20221106,tab:red,1,0.0006058768577748563
944,2022-11-06T07:46:32.000,109861.86,g,0.8334178,12.397882,331.45416,0.0032913985,0.85688585,20221106,tab:red,1,0.0006058768577748563
945,2022-11-06T07:46:42.000,107162.82,g,0.81294274,12.42489,327.35733,0.00333259,0.8317027,20221106,tab:red,1,0.001069384390560646
946,2022-11-06T07:46:52.000,104739.5,g,0.7945593,12.449724,323.63483,0.003370922,0.8587152,20221106,tab:red,1,0.0006058768577748563
947,2022-11-06T07:47:02.000,105925.24,g,0.8035544,12.437501,325.46158,0.0033520015,0.84740734,20221106,tab:red,1,0.0006058768577748563
948,2022-11-06T07:47:12.000,107968.0,g,0.8190509,12.416762,328.58484,0.00332014,0.849168,20221106,tab:red,1,0.0006058768577748563
949,2022-11-06T07:47:22.000,107112.336,g,0.8125598,12.425402,327.2802,0.0033333753,0.8697426,20221106,tab:red,1,0.003909015402827953
950,2022-11-06T07:47:32.000,107877.945,g,0.8183678,12.417668,328.44778,0.0033215256,0.8586868,20221106,tab:red,1,0.0006058768577748563
951,2022-11-06T07:47:42.000,109087.445,g,0.8275431,12.405563,330.28387,0.0033030608,0.84997666,20221106,tab:red,1,0.0006058768577748563
952,2022-11-06T07:28:12.000,112001.92,g,0.84965247,12.376936,334.66687,0.003259802,0.85145444,20221106,tab:red,1,0.0010543521250114818
953,2022-11-06T07:47:52.000,111889.23,g,0.84879756,12.378029,334.49847,0.0032614432,0.8475534,20221106,tab:red,1,0.0010543521250114818
954,2022-11-06T07:48:02.000,109098.19,g,0.82762456,12.405457,330.30014,0.003302898,0.8654529,20221106,tab:red,1,0.004114337745071861
955,2022-11-06T07:48:12.000,108524.21,g,0.8232703,12.411183,329.4301,0.003311621,0.8564656,20221106,tab:red,1,0.0016649359788762919
956,2022-11-06T07:48:22.000,109898.91,g,0.83369887,12.397516,331.51004,0.0032908437,0.8403688,20221106,tab:red,1,0.0006058768577748563
958,2022-11-06T07:48:42.000,109570.766,g,0.83120954,12.4007635,331.01474,0.0032957678,0.8500346,20221106,tab:red,1,0.0006058768577748563
959,2022-11-06T07:48:52.000,105313.16,g,0.79891115,12.443793,324.5199,0.0033617285,0.85464483,20221106,tab:red,1,0.0006058768577748563
960,2022-11-06T07:49:02.000,109348.82,g,0.8295259,12.402965,330.67932,0.0032991108,0.8544839,20221106,tab:red,1,0.0006058768577748563
961,2022-11-06T07:49:12.000,108043.5,g,0.81962365,12.416003,328.6997,0.0033189799,0.85299915,20221106,tab:red,1,0.0006058768577748563
962,2022-11-06T07:49:22.000,106486.23,g,0.8078101,12.4317665,326.32227,0.0033431605,0.8405803,20221106,tab:red,1,0.0006058768577748563
963,2022-11-06T07:28:22.000,110288.42,g,0.83665377,12.393675,332.09702,0.0032850273,0.8572743,20221106,tab:red,1,0.0034987872383209218
964,2022-11-06T07:49:32.000,105846.555,g,0.8029575,12.438308,325.34067,0.0033532474,0.8435871,20221106,tab:red,1,0.0006058768577748563
965,2022-11-06T07:49:42.000,107352.35,g,0.8143806,12.422971,327.6467,0.0033296468,0.8382701,20221106,tab:red,1,0.0006058768577748563
966,2022-11-06T07:49:52.000,107614.48,g,0.8163691,12.420323,328.04645,0.0033255892,0.84752405,20221106,tab:red,1,0.0006058768577748563
967,2022-11-06T07:50:02.000,105623.266,g,0.80126363,12.440601,324.99734,0.0033567897,0.85040754,20221106,tab:red,1,0.0006058768577748563
969,2022-11-06T07:50:22.000,106404.77,g,0.8071922,12.432597,326.19745,0.00334444,0.84974766,20221106,tab:red,1,0.0006058768577748563
970,2022-11-06T07:50:32.000,90877.12,g,0.6893986,12.603864,301.4583,0.0036189007,0.86191994,20221106,tab:red,1,0.006428358649232746
971,2022-11-06T07:50:42.000,105832.67,g,0.80285215,12.438451,325.31934,0.0033534672,0.8442086,20221106,tab:red,1,0.0006058768577748563
972,2022-11-06T07:50:52.000,105848.36,g,0.8029712,12.43829,325.34344,0.0033532188,0.8518176,20221106,tab:red,1,0.0006058768577748563
973,2022-11-06T07:51:02.000,108970.41,g,0.8266552,12.406729,330.10666,0.003304834,0.8447711,20221106,tab:red,1,0.0006058768577748563
974,2022-11-06T07:28:32.000,107385.086,g,0.8146289,12.42264,327.69666,0.0033291392,0.84045005,20221106,tab:red,1,0.0006058768577748563
975,2022-11-06T07:51:12.000,99349.07,g,0.7536673,12.507091,315.19687,0.0034611628,0.8609252,20221106,tab:red,1,0.004762038174615235
976,2022-11-06T07:51:22.000,106996.97,g,0.8116846,12.426571,327.1039,0.0033351718,0.86083513,20221106,tab:red,1,0.0006058768577748563
978,2022-11-06T07:51:42.000,105332.805,g,0.79906017,12.443591,324.55017,0.003361415,0.85301447,20221106,tab:red,1,0.003641426459197017
979,2022-11-06T07:51:52.000,108924.586,g,0.82630765,12.407186,330.03726,0.003305529,0.8449804,20221106,tab:red,1,0.0006058768577748563
981,2022-11-06T07:52:12.000,109770.84,g,0.8327274,12.398783,331.31683,0.0032927627,0.8449344,20221106,tab:red,1,0.0006058768577748563
983,2022-11-06T07:52:32.000,111978.37,g,0.8494738,12.377165,334.63168,0.0032601447,0.84909075,20221106,tab:red,1,0.0010543521250114818
984,2022-11-06T07:52:42.000,111051.78,g,0.8424446,12.386187,333.24432,0.0032737174,0.83618504,20221106,tab:red,1,0.0009899684024414768
985,2022-11-06T07:28:42.000,107329.27,g,0.81420547,12.423204,327.61148,0.0033300046,0.8549362,20221106,tab:red,1,0.0006058768577748563
986,2022-11-06T07:52:52.000,108541.12,g,0.8233986,12.411015,329.45578,0.003311363,0.842194,20221106,tab:red,1,0.0006058768577748563
987,2022-11-06T07:28:52.000,106660.19,g,0.8091298,12.429995,326.5887,0.0033404331,0.84664446,20221106,tab:red,1,0.0006058768577748563
988,2022-11-06T07:29:02.000,109293.87,g,0.829109,12.40351,330.59622,0.0032999401,0.8404275,20221106,tab:red,1,0.0026799943615058996
989,2022-11-06T07:29:12.000,107979.5,g,0.8191381,12.416647,328.60233,0.0033199633,0.8671557,20221106,tab:red,1,0.0006058768577748563
990,2022-11-06T07:29:22.000,106751.48,g,0.8098223,12.429066,326.72845,0.0033390045,0.8570561,20221106,tab:red,1,0.0006058768577748563
991,2022-11-06T07:26:22.000,105118.05,g,0.797431,12.4458065,324.21912,0.0033648468,0.8545976,20221106,tab:red,1,0.0006058768577748563
992,2022-11-06T07:29:32.000,107850.01,g,0.8181558,12.41795,328.40524,0.003321956,0.8533655,20221106,tab:red,1,0.0006058768577748563
993,2022-11-06T07:29:42.000,103322.79,g,0.7838121,12.46451,321.43863,0.0033939534,0.837537,20221106,tab:red,1,0.0006058768577748563
994,2022-11-06T07:29:52.000,109570.13,g,0.8312048,12.400769,331.0138,0.0032957771,0.85015017,20221106,tab:red,1,0.0006058768577748563
995,2022-11-06T07:30:02.000,108800.73,g,0.82536805,12.408421,329.84955,0.00330741,0.85790133,20221106,tab:red,1,0.0006058768577748563
996,2022-11-06T07:30:12.000,109478.25,g,0.8305077,12.40168,330.87497,0.0032971601,0.86344105,20221106,tab:red,1,0.0006058768577748563
997,2022-11-06T07:30:22.000,106185.87,g,0.80553156,12.434834,325.86172,0.0033478853,0.86817497,20221106,tab:red,1,0.0034499872462523395
998,2022-11-06T07:30:32.000,108200.18,g,0.8208122,12.41443,328.93796,0.0033165761,0.86536634,20221106,tab:red,1,0.0006058768577748563
999,2022-11-06T07:30:42.000,108457.47,g,0.82276404,12.411851,329.32883,0.00331264,0.84965676,20221106,tab:red,1,0.0006058768577748563
1000,2022-11-06T07:30:52.000,101425.16,g,0.7694166,12.484635,318.47318,0.0034255562,0.86229706,20221106,tab:red,1,0.0006058768577748563
1001,2022-11-06T07:31:02.000,104267.5,g,0.7909787,12.454628,322.9048,0.003378543,0.8485417,20221106,tab:red,1,0.0006058768577748563
1002,2022-11-06T07:26:32.000,100839.586,g,0.7649744,12.490922,317.5525,0.0034354879,0.85648155,20221106,tab:red,1,0.0014612703078438205
1003,2022-11-06T07:31:12.000,108188.52,g,0.8207238,12.414547,328.92023,0.0033167547,0.86635226,20221106,tab:red,1,0.0006058768577748563
1004,2022-11-06T07:31:22.000,109064.46,g,0.8273687,12.405792,330.24908,0.0033034089,0.8718818,20221106,tab:red,1,0.0006058768577748563
1005,2022-11-06T07:31:32.000,97880.72,g,0.74252826,12.523257,312.85895,0.0034870275,0.8663386,20221106,tab:red,1,0.006635398778671531
1006,2022-11-06T07:31:42.000,103681.37,g,0.7865323,12.460749,321.9959,0.0033880796,0.851071,20221106,tab:red,1,0.0034987872383209218
1007,2022-11-06T07:31:52.000,106299.664,g,0.8063948,12.43367,326.0363,0.003346093,0.85457236,20221106,tab:red,1,0.0026799943615058996
1008,2022-11-06T07:32:02.000,107762.586,g,0.8174926,12.41883,328.27213,0.003323303,0.84855604,20221106,tab:red,1,0.0006058768577748563
1009,2022-11-06T07:32:12.000,110836.55,g,0.84081185,12.388292,332.92123,0.0032768943,0.8439803,20221106,tab:red,1,0.004362427564964133
1010,2022-11-06T07:32:22.000,105277.63,g,0.7986417,12.4441595,324.46515,0.0033622955,0.8788413,20221106,tab:red,1,0.0026799943615058996
1011,2022-11-06T07:32:32.000,109676.66,g,0.8320129,12.399714,331.17465,0.0032941764,0.8441168,20221106,tab:red,1,0.0026158968087321433
1012,2022-11-06T07:32:42.000,106506.92,g,0.8079671,12.431556,326.35397,0.0033428357,0.86162007,20221106,tab:red,1,0.0006058768577748563
1013,2022-11-06T07:26:42.000,110607.78,g,0.8390764,12.390535,332.57748,0.0032802816,0.8447364,20221106,tab:red,1,0.0010543521250114818
1014,2022-11-06T07:32:52.000,109708.97,g,0.832258,12.399395,331.22345,0.0032936912,0.8584852,20221106,tab:red,1,0.0006058768577748563
1015,2022-11-06T07:33:02.000,100715.65,g,0.7640342,12.492258,317.3573,0.003437601,0.8561072,20221106,tab:red,1,0.0014612703078438205
1016,2022-11-06T07:33:12.000,99940.58,g,0.7581545,12.500646,316.1338,0.003450905,0.8531944,20221106,tab:red,1,0.0033246344670481154
1017,2022-11-06T07:33:22.000,102789.59,g,0.7797672,12.470127,320.60815,0.003402745,0.869323,20221106,tab:red,1,0.0006058768577748563
1018,2022-11-06T07:33:32.000,108386.78,g,0.82222784,12.4125595,329.22147,0.0033137198,0.8562402,20221106,tab:red,1,0.0006058768577748563
1019,2022-11-06T07:33:42.000,110209.41,g,0.8360543,12.394453,331.97803,0.0032862048,0.8428886,20221106,tab:red,1,0.0006058768577748563
1020,2022-11-06T07:33:52.000,109895.77,g,0.8336751,12.397548,331.5053,0.0032908907,0.8541868,20221106,tab:red,1,0.0006058768577748563
1021,2022-11-06T07:34:02.000,110295.94,g,0.83671075,12.393601,332.1083,0.0032849154,0.8392994,20221106,tab:red,1,0.0006058768577748563
1022,2022-11-06T07:34:12.000,108581.23,g,0.8237029,12.410613,329.51666,0.0033107514,0.873336,20221106,tab:red,1,0.0006058768577748563
1023,2022-11-06T07:34:22.000,108169.195,g,0.82057714,12.414741,328.89084,0.003317051,0.8426851,20221106,tab:red,1,0.0006058768577748563
1024,2022-11-06T07:26:52.000,109300.08,g,0.82915616,12.403449,330.60562,0.0032998463,0.85937333,20221106,tab:red,1,0.0006058768577748563
1026,2022-11-06T07:34:42.000,106277.055,g,0.80622333,12.433901,326.00162,0.0033464488,0.87627363,20221106,tab:red,1,0.0012577423876117821
1027,2022-11-06T07:34:52.000,105608.2,g,0.80114937,12.440756,324.97415,0.0033570293,0.8542728,20221106,tab:red,1,0.0006058768577748563
1028,2022-11-06T07:35:02.000,104600.445,g,0.7935045,12.451166,323.41992,0.003373162,0.8724588,20221106,tab:red,1,0.0035196433618008838
1029,2022-11-06T07:35:12.000,109120.85,g,0.8277965,12.4052305,330.33447,0.003302555,0.8449636,20221106,tab:red,1,0.0006058768577748563
1030,2022-11-06T07:35:22.000,111118.84,g,0.8429534,12.38553,333.34494,0.0032727292,0.8446227,20221106,tab:red,1,0.0010543521250114818
1031,2022-11-06T07:35:32.000,108848.695,g,0.82573193,12.407942,329.92227,0.0033066813,0.8672503,20221106,tab:red,1,0.0006058768577748563
1032,2022-11-06T07:35:42.000,109748.04,g,0.83255434,12.399008,331.2824,0.003293105,0.858216,20221106,tab:red,1,0.0006058768577748563
1033,2022-11-06T07:35:52.000,110446.24,g,0.837851,12.392122,332.33453,0.0032826795,0.8577033,20221106,tab:red,1,0.0010543521250114818
1034,2022-11-06T07:36:02.000,107684.445,g,0.81689984,12.419618,328.15308,0.0033245087,0.86044455,20221106,tab:red,1,0.0006058768577748563
1035,2022-11-06T07:27:02.000,109004.695,g,0.8269153,12.406387,330.1586,0.0033043143,0.861941,20221106,tab:red,1,0.0006058768577748563
1036,2022-11-06T07:36:12.000,109747.83,g,0.8325528,12.39901,331.2821,0.003293108,0.85722554,20221106,tab:red,1,0.0028844848835649084
1037,2022-11-06T07:36:22.000,109246.49,g,0.8287496,12.403981,330.52457,0.0033006554,0.8643774,20221106,tab:red,1,0.0006058768577748563
1038,2022-11-06T07:36:32.000,108532.36,g,0.82333213,12.411102,329.4425,0.0033114967,0.8662365,20221106,tab:red,1,0.0006058768577748563
1039,2022-11-06T07:36:42.000,108106.95,g,0.820105,12.415366,328.7962,0.0033180057,0.86313754,20221106,tab:red,1,0.003089113807927979
1041,2022-11-06T07:37:02.000,105126.15,g,0.7974925,12.445724,324.23163,0.0033647171,0.869652,20221106,tab:red,1,0.003089113807927979
1042,2022-11-06T07:37:12.000,107915.06,g,0.8186493,12.4172945,328.50427,0.0033209545,0.84231144,20221106,tab:red,1,0.003293881228267903
1043,2022-11-06T07:37:22.000,108134.31,g,0.82031256,12.4150915,328.83783,0.003317586,0.8439666,20221106,tab:red,1,0.0030249294613899913
1044,2022-11-06T07:37:32.000,104116.95,g,0.7898367,12.456197,322.6716,0.0033809848,0.8611634,20221106,tab:red,1,0.0026799943615058996
1045,2022-11-06T07:37:42.000,103961.95,g,0.7886608,12.457814,322.4313,0.0033835045,0.85092926,20221106,tab:red,1,0.0006058768577748563
1046,2022-11-06T07:27:12.000,111404.234,g,0.84511834,12.382746,333.77274,0.0032685348,0.8486091,20221106,tab:red,1,0.0010543521250114818
1047,2022-11-06T07:37:52.000,106200.9,g,0.8056456,12.43468,325.8848,0.0033476485,0.8850001,20221106,tab:red,1,0.0006058768577748563
1048,2022-11-06T07:38:02.000,106721.79,g,0.80959713,12.429367,326.683,0.0033394687,0.85214627,20221106,tab:red,1,0.0038061010525557992
1049,2022-11-06T07:38:12.000,106257.1,g,0.806072,12.434105,325.971,0.003346763,0.8449421,20221106,tab:red,1,0.004114337745071861
1050,2022-11-06T07:38:22.000,99604.984,g,0.7556086,12.504297,315.60257,0.0034567136,0.881614,20221106,tab:red,1,0.0033246344670481154
1051,2022-11-06T07:38:32.000,86919.625,g,0.6593768,12.652205,294.82135,0.003700369,0.8611134,20221106,tab:red,1,0.006428358649232746
1052,2022-11-06T07:38:42.000,99379.414,g,0.7538974,12.506759,315.245,0.0034606345,0.8670817,20221106,tab:red,1,0.0033246344670481154
1053,2022-11-06T07:38:52.000,102260.95,g,0.77575696,12.475725,319.78265,0.0034115287,0.86329764,20221106,tab:red,1,0.0006058768577748563
1054,2022-11-06T07:39:02.000,95889.66,g,0.7274239,12.54557,309.66055,0.003523044,0.8787496,20221106,tab:red,1,0.004583463995427195
1055,2022-11-06T07:39:12.000,107474.12,g,0.81530434,12.421741,327.83246,0.00332776,0.8629174,20221106,tab:red,1,0.005014445077457186
1056,2022-11-06T07:39:22.000,107665.7,g,0.8167577,12.4198065,328.1245,0.0033247978,0.8697603,20221106,tab:red,1,0.0006058768577748563
1057,2022-11-06T07:27:22.000,113177.69,g,0.8585719,12.365598,336.4189,0.0032428252,0.8474134,20221106,tab:red,1,0.0011161868433499644
1058,2022-11-06T07:39:32.000,109169.78,g,0.8281677,12.404744,330.4085,0.003301815,0.84582543,20221106,tab:red,1,0.0006058768577748563
1059,2022-11-06T07:39:42.000,109226.195,g,0.82859564,12.404183,330.49387,0.003300962,0.86075413,20221106,tab:red,1,0.0006058768577748563
