time,target_flux,filter,norm_target_flux,target_mag,target_flux_err,target_mag_err,diff_mag,obs_no,color
2022-11-06 04:11:20.000,127303.49273469915,g,0.9657309681107625,12.237899201891045,356.79615011193596,0.0030576219451883394,0.6405981671658783,20221106,t b:red
2022-11-06 04:11:30.000,128977.50508593157,g,0.9784301135454769,12.22371507054919,359.13438304613993,0.003037714543752856,0.6453560619319916,20221106,t b:red
2022-11-06 04:11:40.000,126898.44314074189,g,0.9626582406615604,12.241359265084997,356.2280774177435,0.0030624978986752626,0.6645804674282214,20221106,t b:red
2022-11-06 04:11:50.000,130561.47223094694,g,0.9904461713263832,12.210462403480523,361.3329105284307,0.0030192315915688766,0.6430331509696394,20221106,t b:red
2022-11-06 04:12:00.000,126080.02232289698,g,0.9564496574423512,12.248384307402993,355.0774877725945,0.0030724215871428444,0.6503700522793832,20221106,t b:red
2022-11-06 04:12:10.000,119899.08086997054,g,0.9095607116252065,12.302960365326898,346.2644666580308,0.003150619955521984,0.6455114266045303,20221106,t b:red
2022-11-06 04:12:20.000,126416.74276159248,g,0.9590040363384729,12.245488509607153,355.5513222610661,0.0030683270465801616,0.6606682635266061,20221106,t b:red
2022-11-06 04:12:30.000,129101.92965308373,g,0.9793740048332285,12.222668165995001,359.30756971302975,0.00303625036180641,0.6556430714369341,20221106,t b:red
2022-11-06 04:12:40.000,127274.22478409164,g,0.9655089399034633,12.238148848828438,356.75513280693195,0.0030579734899886237,0.6382746601004712,20221106,t b:red
2022-11-06 04:12:50.000,127077.86892875026,g,0.9640193740934488,12.239825192045428,356.47982962399186,0.0030603351098200406,0.6436078855743563,20221106,t b:red
2022-11-06 03:56:20.000,104998.20449877667,g,0.7965218824892208,12.447045318585648,324.0342643900127,0.0033667665998058974,0.7805367940950987,20221106,t b:red
2022-11-06 04:13:00.000,128047.12272007768,g,0.9713721841549477,12.231575439725162,357.8367263432831,0.0030487304913872667,0.6278301256422392,20221106,t b:red
2022-11-06 04:13:10.000,124463.31373964992,g,0.9441852213949764,12.262396601105724,352.793585173611,0.0030923117210425164,0.6531833465546235,20221106,t b:red
2022-11-06 04:13:20.000,126665.87237559303,g,0.9608939466476519,12.243350953625127,355.9014925166696,0.0030653081301418566,0.6451537414868067,20221106,t b:red
2022-11-06 04:13:30.000,125679.0665569414,g,0.9534079859869353,12.251842633865843,354.5124349821052,0.003077318680220727,0.6331095897133387,20221106,t b:red
2022-11-06 04:13:40.000,123749.59313241299,g,0.9387708994609825,12.268640550695851,351.78060368987514,0.003101216289635835,0.6369900784994496,20221106,t b:red
2022-11-06 04:13:50.000,127930.35408556905,g,0.9704863711734925,12.23256599517904,357.67353003202385,0.0030501215408456194,0.6187188604903362,20221106,t b:red
2022-11-06 04:14:00.000,129774.8254812551,g,0.9844786278535245,12.217023866199433,360.242731337157,0.0030283684961291634,0.6207446216104326,20221106,t b:red
2022-11-06 04:14:10.000,133016.86383996473,g,1.0090729007642745,12.190233239530377,364.7147705261808,0.0029912354165613796,0.6197077587024928,20221106,t b:red
2022-11-06 04:14:20.000,133597.6202975774,g,1.0134785496903074,12.185503194112918,365.5100823473648,0.002984726800242351,0.6290921159564604,20221106,t b:red
2022-11-06 04:14:30.000,130855.71705886141,g,0.9926783280128901,12.208018245936692,361.7398472090978,0.0030158351283605315,0.6364590312927092,20221106,t b:red
2022-11-06 03:56:30.000,98946.62996177502,g,0.7506143208766549,12.511497482267735,314.5578324597482,0.003468194481154971,0.7492087248257349,20221106,t b:red
2022-11-06 04:14:40.000,131476.67347212243,g,0.9973889359094298,12.202878231642167,362.5971228128023,0.0030087048956099717,0.6280085738035996,20221106,t b:red
2022-11-06 04:14:50.000,131411.10731641276,g,0.9968915476157656,12.203419812923146,362.5066996848648,0.003009455382450459,0.6251308145716017,20221106,t b:red
2022-11-06 04:15:00.000,132107.0220680071,g,1.002170793395615,12.19768524278551,363.4652969239389,0.0030015182956222284,0.6244586641326428,20221106,t b:red
2022-11-06 04:15:10.000,123414.25766981355,g,0.9362270270661149,12.271586661744827,351.3036545067722,0.00310542667161448,0.6170032290761753,20221106,t b:red
